title,description,duration,views,genre,upload_date,url,playlist_url
Morgan Wallen - Last Night (One Record At A Time Sessions),"Morgan Wallen performing ""Last Night"" from the new album ""One Thing At a Time"".

Pre-order and pre-save the new album “One Thing At A Time” now: https://MorganWallen.lnk.to/onethingatatime

Stay connected for exclusive updates:
▸Mailing List: https://bit.ly/2FRP7LK
▸Text: 865-351-6290
▸Website: https://morganwallen.com/

▸ Shop Merch: https://morganwallen.lnk.to/shop

Follow Morgan:
▸Instagram: https://instagram.com/morganwallen/
▸Twitter: https://twitter.com/morganwallen/
▸TikTok: https://www.tiktok.com/@morganwallen
▸Facebook: https://facebook.com/morgancwallen

Lyrics:
Last night we let the liquor talk
I can't remember everything we said but we said it all 
You told me that you wish I was somebody you never met
But baby, baby somethin's tellin' me this ain't over yet
No way it was our last night

I kiss your lips
Make you grip the sheets with your fingertips
Last bottle of Jack we split a fifth
Just talk about life goin' sip for sip
You, you know you love to fight
And I say shit I don't mean
But I'm still gon' wake up wantin' you and me

I know that last night we let the liquor talk
I can't remember everything we said but we said it all 
You told me that you wish I was somebody you never met
But baby, baby somethin's tellin' me this ain't over yet
No way it was our last night
No way it was our last night

No way it was the last night that we break up
I see your tail lights in the dust
You call your momma, I call your bluff
In the middle of the night, pull it right back up
Yeah my, my friends say let her go
Your friends say what the hell
I wouldn't trade your kind of love for nothin' else 

Oh baby, last night we let the liquor talk
I can't remember everything we said but we said it all 
You told me that you wish I was somebody you never met
But baby, baby somethin's tellin' me this ain't over yet

No way it was our last night, we said we'd had enough 
I can’t remember everything we said but we said too much
I know you packed your shit and slammed the door right before you left
But baby, baby somethin’s tellin’ me this ain’t over yet
No way it was our last night
No way it was our last night

I know you said this time you really weren’t coming back again,
But baby, baby somethin’s tellin’ me this ain’t over yet. 
No way it was our last night
No way it was our last night

#MorganWallen #LastNight

Music video by Morgan Wallen performing Last Night (Acoustic Performance). © 2023 Big Loud Records, under exclusive license to Mercury Records/Republic Records, a division of UMG Recordings, Inc.

http://vevo.ly/kisHLA",PT2M46S,107553937,10,2023-02-24T16:00:21Z,https://www.youtube.com/watch?v=bUjPPBxbQrQ,https://www.youtube.com/watch?v=Iq8h3GEe22o&list=PLDIoUOhQQPlXr63I_vwF9GD8sAKh77dWU
Dua Lipa - Houdini (Official Music Video),"Limited edition Houdini CD and cassettes, this week only: https://wmg.lnk.to/houdini

Subscribe to the Dua Lipa channel for all the best and latest official music videos, behind the scenes and live performances. 
https://www.youtube.com/channel/UC-J-KZfRV8c13fOCkhXdLiQ?sub_confirmation=1

Follow Dua Lipa:
Instagram:  https://dualipa.co/instagram
Facebook: http://dualipa.co/facebook
TikTok: https://www.tiktok.com/@dualipaofficial
Twitter: http://dualipa.co/twitter
YouTube: https://dualipa.co/youtube

_

PRODUCTION COMPANY: Iconoclast
DIRECTOR: Manu Cossu
CINEMATOGRAPHER: André Chemetoff
EXECUTIVE PRODUCER: Maëva Tenneroni
EXECUTIVE PRODUCER : Romain Gavras
PRODUCER: Martha McGuirk
 
DIRECTORS REP: HANDS
RECORD LABEL: Warner Music
COMMISSIONER: Theresa Adebiyi
MARKETING DIRECTOR: Joel Quartey 
 
MANAGEMENT: Radical22
MANAGER: Dugi Lipa
DAY-TO-DAY MANAGER: Sofia Gold
PRODUCER: Pete Abbott
EA: Maisy Nicholson
PA: Olivia Moss
 
HEAD OF PRODUCTION: Kate Sharpe
MD/EP: Jean Mougin
MD/EP: Guy Rolfe
EP ASST: Jules Simmen
PRODUCTION MANAGER: Chanel Parkinson
PRODUCTION COORDINATOR: Alice Hayes
PRODUCTION ASSTS: Callum Anderson, Hannah Lockwood
JNR PRODUCTION ASST: Mia Tessema
 
CHOREOGRAPHER: Charm La’Donna
ASSOCIATE CHOREOGRAPHERS: Sharon June, Sammi Lee Jayne
AGENT: AMCK Group
CASTING: CMS World
CASTING DIRECTOR: Kyra Sophie
CASTING ASSTS: Mollie Grace, Olga Sikorska, Ananya Nisbet
 
PRODUCTION DESIGNER: Arthur De Borman
ART DIRECTOR: Craig Gilroy
ART DIRECTOR: Laurie Walters
ART ASSTS: Ella Schlesinger, Anna Grabowska, Ben Hughes, Berhan Medhaen, Tim Crosbie, Louis Teledo
 
ARTIST STYLIST: Lorenzo Posocco
STYLIST ASSTS: Raeann Hayden, Ariel Bretas, Giulia Cova
SEAMSTRESS: Alison Ozeray
ARTIST MAKE-UP: Lisa Eldridge
MAKE-UP ASST: Nilofar Mussa
ARTIST HAIR: Peter Lux
HAIR ASST: Anais Rosenthal
NAILS: Michelle Humphrey
 
1st ASSISTANT DIRECTOR: Benji Edwards
2nd ASSISTANT DIRECTOR: John Robinson
3rd ASSISTANT DIRECTOR: Carmen Dupreez
3rd ASSISTANT DIRECTOR: Oscar Ginn
RUNNERS: Darren Sintes, James Williams, Joe Heap, Danny Zanre, Guy Lewis, Gracie Best
STEWARDS: Gracie Best, Tyson Douglas, Collette Burke, Eilish Green
 
STEADICAM OP: Matt Allsop
1st AC: Phil Hardy
2nd AC: Rich Daws
CAMERA TRAINEE: Nia Berry
VIDEO PLAYBACK: Liam Coles
DIT: Dan Carling
KEY GRIP: John Flemming
GRIP: Derek Russell
CRANE TECH: Lee Kemble
REMOTE HEAD TECH: Mario Spanna
DOLLY GRIP: Bret Flemming, Gray Pocock
 
SOUND RECORDIST: Simon Haggis
MUSIC PLAYBACK ASSIST: Declan Chew
 
POST PRODUCTION: Poster Company
POST PRODUCTION DIRECTORS: Cyril Bordesoulle, Yéléna Dos Santos
VFX SUPERVISOR: Jonathan Lagache
 
EDITOR: Jérome Pesnel, Léo Gatelier
EDITOR ASST: Giovanni Bufali
 
GRADING: Mathieu Caplanne
GRADING ASSTS: Quentin Larrede, Laure Goyer
 
VFX:
Jonathan Lagache
Florent Scieur
Vivien Salvagione
Cédric Morellon
Mael Gaumont
Maxime Leturcq
Albin Martinetti
Anton Ducos
Bruno Caretta
Paul Briault
Julien Bonnet
 
GAFFER: Jonny Franklin
BEST BOY: Tony Goulding
DESK OP: Nathan Porter
ELECTRICIANS: Steve Young, Genki Mclure
MASTER RIGGER: Jake Stewart
RIGGER: Jordan Purcell
 
MAKEUP ARTIST (DANCERS): Dorita Nissen
1st MU ASST: Liana Centurion
MAKEUP ASSTS: Rachel Adedigba, Lorna Bryce
 
HAIR ARTIST (DANCERS): Yumi Nakada-Dingle
HAIR ASSTS: Ashley Nhill, Mayuko Nakae, Harriet Beidleman, Erika Kimura
HAIR DESIGNER (EXTRAS): Simon Izard
HAIR ASSTS: Michelle Kelly, Julie West, Aaron Dorn, Natasha Rose, Natasha Briggs, Alyce Egglestone
 
STYLIST (CROWD): Celia Arias
STYLING ASSTS: Katya Vystiak, Anton Turchyk, Lauren Amie
 
LOCATION MANAGER: Crispin Buxton
LEAD SECURITY: Randal Berbick
LOCATION SECURITY: Isaac De Vivo, Malakai Mars
 
BTS STILLS: Liz Miranda
BTS VIDEO: Aysia Marotta
BTS CONTENT: Benji Gershon
 
MEDIC: Andy Dorsett
H&S OFFICER: Alan Harte
 
DANCERS:
Bradley Salter
Danny Coburn
Dexter Obi
Ed Munro
Gabriel Goux
Honey Napoletano
Jacob Manning
Jamai Robinson
Jesus Kalu
Joel Gooding
Jonathan Jenvrin
Jordan Melchor
Kofi Mensah
Lamaar Manning
Liam Almeida
Luca Rainbow
Matthew Scott
Miekaile Browne
Reece Inches
Rycardo Gomez
 
Thanks to The English National Ballet’s Mulryan Centre for Dance
Hannah Bixby, Laura Oliver, Simone Barnes and Jess Greenaway
All our extra casting",PT3M9S,63987752,10,2023-11-09T23:00:11Z,https://www.youtube.com/watch?v=suAR1PYFNYA,https://www.youtube.com/watch?v=Iq8h3GEe22o&list=PLDIoUOhQQPlXr63I_vwF9GD8sAKh77dWU
BigXthaPlug feat. Offset - Climate (Official Video),"BigXthaPlug feat. Offset - Climate (Official Video)

🔔 Subscribe to BigXthaPlug's channel: https://bit.ly/3SLQimL

Follow BigXthaPlug:
https://www.instagram.com/bigxthaplug
https://twitter.com/BigXthaPlugg
https://www.facebook.com/profile.php?id=100063805581381

#BigXthaPlug #BigStepper #climate #musicvideo",PT3M17S,3160159,10,2023-12-18T17:29:11Z,https://www.youtube.com/watch?v=9CwXWmWDg90,https://www.youtube.com/watch?v=Iq8h3GEe22o&list=PLDIoUOhQQPlXr63I_vwF9GD8sAKh77dWU
"Rema, Selena Gomez - Calm Down (Official Music Video)","Listen to Rema - Calm Down (with Selena Gomez)
https://rema.lnk.to/CalmDownwithSelenaGomezID

Stream/Download: RAVE & ROSES https://rema.lnk.to/RaveandRosesID

Get Rave & Roses World Tour Tickets: https://heisrema.com/pages/tour 🎫
Shop Limited Rave & Roses Merch: https://heisrema.com/pages/merch

#rema #selenagomez #calmdown #raveandroses

Music video by Rema, Selena Gomez performing Calm Down. © 2022 Mavin Records / Jonzing World

http://vevo.ly/UFpqmQ",PT4M,775085556,10,2022-09-07T16:00:09Z,https://www.youtube.com/watch?v=WcIcVapfqXw,https://www.youtube.com/watch?v=Iq8h3GEe22o&list=PLDIoUOhQQPlXr63I_vwF9GD8sAKh77dWU
Gunna - fukumean [Official Visualizer],"The official visualizer for Gunna's ""fukumean"" - OUT NOW

Stream ""fukumean"": https://gunna.lnk.to/agiftandacurse

Follow Gunna:
https://only1gunna.com/
IG: https://www.instagram.com/gunna/
TW: https://twitter.com/1GunnaGunna
FB: https://www.facebook.com/gunnaofficial/
SC: https://soundcloud.com/gunna

℗ 2023 Young Stoner Life Records / 300 Entertainment

#gunna #agiftandacurse #officialaudio 

LYRICS:
Fuck You mean
Young Gunna Wunn They back calling my splurge
Whatch me jump right off the curve
Bentley spur fly like a bird
Spin on the first and the third
Solid I’m keeping my word
Can’t be my equal I don’t know what you heard
Crank up the foreign I swerve
Keep me a stick if they purge


Fuck You mean
Young Gunna Wunna they working my nerves
I’m about to pour up some syrup
Fucking this bitch like a perv 
Smack her from the back grab her perm
Ice the berg ,  shitting on all you lil turds
Can’t take the dick wait your turned
In my own lane we can’t merge
Suck with no hands you can learn
Let’s see how much you can earn
Watch me go big like the worm
And I ain’t smoking the no Sherb
I’m in this bih with P litty
QP
Q Pyskyyy
All of my bitches is pretty they showing they titties it’s up to the ceiling,
Came home and ran through a million I rock with her really let’s fuck on a billion
Ima get down to the griddy and fuck up the city
The home of the villains
Ecstasy wonderful feeling
Smoking out the pound when I’m chillen
Trapping I made me a killing
Look I got everybody wishing
I hope you play your position
I don’t want nobody listening
I seem them racks precision
Get rich my only decision


Fck You mean
Young Gunna Wunn they back calling my splurge
Watch me  jump right off the curve
Bentley spur fly like a bird
Spin on the first and the third
Solid I’m keeping my word
Can’t be my equal I don’t know what you heard
Crank up the foreign I swerve
Keep me a stick if they purge",PT2M6S,52671897,10,2023-06-16T04:00:23Z,https://www.youtube.com/watch?v=l21wGxlWwPw,https://www.youtube.com/watch?v=Iq8h3GEe22o&list=PLDIoUOhQQPlXr63I_vwF9GD8sAKh77dWU
Rotimi - Bestie (Official Video),"Listen to the single “Bestie"". Out Now!
Stream: https://music.empi.re/bestie



#Rotimi  #Bestie  #EMPIRE



Official Video by Rotimi - ""Bestie""  © 2023 FrontRo Music Group LLC / EMPIRE",PT3M2S,1927782,24,2023-11-01T16:00:02Z,https://www.youtube.com/watch?v=tXX1mxkc9bU,https://www.youtube.com/watch?v=Iq8h3GEe22o&list=PLDIoUOhQQPlXr63I_vwF9GD8sAKh77dWU
Miley Cyrus - Used To Be Young (Official Video),"Official Video for ""Used To Be Young"" by Miley Cyrus
 
Listen to & Download “Used To Be Young” out now: https://mileycyrus.lnk.to/UTBY
 
Listen to & Download “Endless Summer Vacation” out now: https://mileycyrus.lnk.to/EndlessSummerVacation
 
Amazon Music: https://mileycyrus.lnk.to/UTBY/AmazonMusic
Apple Music: https://mileycyrus.lnk.to/UTBY/AppleMusic
iTunes: https://mileycyrus.lnk.to/UTBY/iTunes  
Pandora: https://mileycyrus.lnk.to/UTBY/Pandora
Soundcloud: https://mileycyrus.lnk.to/UTBY/Soundcloud
Spotify: https://mileycyrus.lnk.to/UTBY/Spotify
YouTube Music: https://mileycyrus.lnk.to/UTBY/YouTubeMusic
YouTube: https://mileycyrus.lnk.to/UTBY/YouTube
 
Connect with Miley
Site: http://mileycyrus.com
Twitter: https://mileyl.ink/twitter
Instagram: https://mileyl.ink/instagram
TikTok: https://mileyl.ink/tiktok
Facebook: https://mileyl.ink/facebook
Discord: https://discord.com/invite/mileycyrus
 
Directed by Jacob Bixenman and Brendan Walter
Producer: Daniel Lachman
Executive Producers: Jennifer Heath, Bryan Younce

Director of Photography: Marcell Rév
1st AC: Norris Fox
2nd AC: Amanda Morgan
Loader: Cleo Palmieri

Gaffer: Jeff Webster
Best Boy Electric: Kevin Perry
Lighting Programmer: Derek Hoffman
Set Lighting Technicians: Joey Alan Waring, Fernando Morales Jr., Christopher Lamb, Michael Schmidt, Peter Madrid, Dave Hagadorn, Eddie Tucker, Tony Nall
Key Grip: Jeffrey Sherman Kunkel
Best Boy Grip: Joe Chouchanian
Grips: Scott Carden, Matt Michaels, Clayton Nepveux, Brian Drown, Nichole Toven
Grip Driver: Richard Jeremias

Production Designer: Kurt Gefke
Leadman: Sean Buckley
Set Dresser: Kyle Cameron
Art Assistant: Dylan Robie

VTR: Adrien Morales
Playback: Robert Buckholz
Teleprompter Operator: Tony Finetti

Movement Director: Stephen Galloway

Stylist: Bradley Kenneth
Hair: Bob Recine
Makeup: James Kaliardos

Production Coordinator: Audrey Huey
1st AD: Michael Estrella
2nd AD: Eric De Los Prados
AD PA: Erika Espinoza

Medic: Richard Fung
Covid Compliance Officer: Korey Provencher
Craft Service: Sabino Salas Miranda
Production Assistants: Sylvia San Jose, Andres Villanueva, Tony Gutierrez, Kevin Jacaman, Cameron Humble
Stand-in: Rachel Mysior

Editor: Brendan Walter
Colorist: Tom Poole, Company3
Company3 Producer: Shannen Troup

Commissioner: Bryan Younce
Production Company: RadicalMedia
 
Lyrics:
The truth is bulletproof
There’s no fooling you
I don't dress the same
 
Me and who you say
I was yesterday
Have gone our separate ways
 
Left my living fast
Somewhere in the past
Cause that's for chasing cars
 
Turns out open bars
Lead to broken hearts
And going way too far
 
I know I used to be crazy
I know I used to be fun
You say I used to be wild
I say I used to be young
 
You tell me time has done changed me
That's fine, I’ve had a good run
I know I used to be crazy
That’s cause I used to be young
 
Take one, pour it out
It’s not worth crying about
The things you can't erase
 
Like tattoos and regrets
Words I never meant
And ones that got away
 
Left my living fast
Somewhere in the past
And took another road
 
Turns out crowded rooms
Empty out as soon
There’s somewhere else to go ohhhhh
 
I know I used to be crazy
I know I used to be fun
You say I used to be wild
I say I used to be young
 
You tell me time has done changed me
That's fine, I’ve had a good run
I know I used to be crazy
That’s cause I used to be young 
 
Ohhhhh
 
I know I used to be crazy
Messed up but god was it fun
I know I used to be wild
That’s cause I used to be young
 
Those wasted nights are not wasted
I remember every one
I know I used to be crazy
That's cause I used to be young
 
You tell me time has done changed me
That's fine I’ve had a good run
I know I used to be crazy
That’s cause I used to be young

#MileyCyrus #UsedToBeYoung #UTBY",PT3M22S,44418068,10,2023-08-25T04:00:11Z,https://www.youtube.com/watch?v=IZ3XMOdOdKM,https://www.youtube.com/watch?v=Iq8h3GEe22o&list=PLDIoUOhQQPlXr63I_vwF9GD8sAKh77dWU
정국 (Jung Kook) '3D (feat. Jack Harlow)' Official MV,"정국 (Jung Kook) '3D (feat. Jack Harlow)' Official MV

Directed by Drew Kirsch 

a HAPPY PLACE production
Executive Producer: Tara Razavi
Production Manager: Julio Mata Jr. 
Production Coordinator: Chris Fish & Julia Schreib 
1st AD: Derek Jaeschke 
2nd AD: Cole “C-Dawg” Ewing 
2nd 2nd AD: Nathan Gallie 
 
Director of Photography: Elias Talbot 
Steadicam Operator: Aaron Gantt 
1st AC: Mike Dumin 
1st AC (B Cam): Karson Holbrook 
2nd AC: Anthony Hwang 
Technocrane Lead Tech: Corey Keifer 
Assistant Tech: Christian Hurley
G4 Tech: Derrick Rose
VTR/Playback: Kai Morrison 
DIT: John Davis

Gaffer: Brian “Red” Hickman
Best Electric: Adam Flores
Electric: Matt Hall, Shawn Rojas, Gerry Ruiz & Richard Smart

Key Grip: Bodie Hyman
Best Grip / Key D2: Andre Miraglia
Grip Driver / Best Grip D2: Kyle Hudnall
Dolly Grip: Eric Zucker 
Grip: Jerry Brown, Connor Colby & Justin Lesch
Production Designer: Brittany Porter 
Art Director: Mary Florence Brown 
Set Decorator: Leanda Harley
Leadman: Daniel Oregel 
Prop Master: Clarisse Castelo 
Shopper: Tyler Vogel 
Prop Master Prep: Chela Fiorini
Set Dresser / Driver: Jose Lopez
Set Dressers: Brenda Gomez, Evelyn Jimenez, Kevin Lopez, Irvin Martinez, Omar Ortega, Luigy Portillo & Daniel Valdivia
Lead Scenic: Skye Amber Sweet
Special Effects: Ben Graham, Arthur “Tommy” Haynes & Simon White

Stylist: Kennlaw 
Key Hair Stylist: Tiffany Suzuki 
Key Makeup Artist: Manu Horn
Hair Assistants: Ryann Dunnan, Blanche Lebeau & Joel Snyder 
Makeup Assistants: Hazell Morales Guillen, Kandi Hernandez & Roque Romo

Production Accountants: Paymon Buickzadeh, Ashley Maltez  & Nancy Vasquez

Edit US: Dave Phelps 
Post Studio FR: paume. 
Edit FR: Alexis Benot & Eugène Signoret
VFX by paume.: Melchior Leroux & Killian Pini
paume.’s Post Producer: Madeleine Kondé

Color: Dylan Hageman 
Color Producer: Christo Arsenio 
Airplane VFX & Cleanup: Frender / Max Colt
Beauty: Kevin Kim from Bonch Post + Zwick Post
Additional Cleanup: Zwick Post

Senior Post Coordinator: Damian Giampietro
Junior Post Coordinator: Emily Tegel 
Post Assistant: Shane Emery 

Stunt Coordinator: Sean ""Speedy"" Christopher 
Stunt Driver: Anthony Nanakornpanom
Stunt Rigger: Craig Jensen, Tim Mikulecky, Been Alexander, Anthony Nanakorpunum

Performance Directing Coordinator / Translator: Cathy Kim 

Dancers: Jake Brandorff, Aaliyah Flournoy, Delaney Glazer, Nick Joseph, Jake Koddish, Dom Lashawn, Devin Pornel, Josh Price, Brian Puspos & Alexis Shon

JK Stand-In: Meeeenk 
Gang Boss: Janet Ayaquil 
Kid on the Horse: Laythan Lau 
Surround Sound Man: Elii Ormond 

Background Talent: Alex Barragan, nick. the girl, Jenly Crespo, Maddie Dean, Fely Duchemin, Corey Evans, Lyndon Fancey, Ammand Faris, Hadeez, Henner H., Emma Heiliger, Mersadez Hemphill, Bersil Iglesias, Fatima Ijaz, Tanishq “Taneesky” Joshi, Charisma Kain, Adriana Marie Kidder, Ashlyn Lie, Elizabeth Marochok, Eshak Mekonen, Daniel Nelson, Wal Nhial, Joseph Szekula, Matt Salinas, Andrew Threm, Josh Tompong, Domanic Tong, Pelin Ufuktepe, Kaiori M Williams & Vera Zandionov

Location Scout: Casey Sullivan
Location Manager: John Brown
Casting Director: Esprit Casting / Copelan Cash
Set Medic: Don Debaun
Craft Services: Claudia Ambriz, Leslie Paz, Leslie Pineda & Vivivana Terriquez
Catering: Los Amigos
Animal Trainers: Benay's Bird & Animal Rentals
Studio Teacher: Twanda Hogans 

Water Truck Driver: Mike Bossen & Michael Dunbar
Client PA: Ashley Dasom Lee 
PA Nation: Erika Espinoza, Angel Falcon, Anthony Gomez, Jared Masten, Jonah Robinson, Sam Smoot & Kay Warren 
Truck PA: Allen Amechi & Claudius Shropshire


BIGHIT MUSIC. Rights are reserved selectively in the video. Unauthorized reproduction is a violation of applicable laws. Manufactured by BIGHIT MUSIC, Seoul, Korea.


Connect with BTS:
https://ibighit.com/bts
http://twitter.com/BTS_bighit
http://twitter.com/BTS_twt
http://www.facebook.com/bangtan.official
https://www.youtube.com/user/BANGTANTV
http://instagram.com/BTS.bighitofficial
https://www.tiktok.com/@bts_official_bighit
https://weverse.onelink.me/qt3S/94808190
https://www.weibo.com/BTSbighit
https://www.weibo.com/BTSmembers
http://btsblog.ibighit.com

#정국 #JungKook #JungKook_3D",PT3M51S,116368811,10,2023-09-29T04:00:01Z,https://www.youtube.com/watch?v=mHNCM-YALSA,https://www.youtube.com/watch?v=Iq8h3GEe22o&list=PLDIoUOhQQPlXr63I_vwF9GD8sAKh77dWU
Olivia Rodrigo - vampire (Official Lyric Video),"Store: https://OliviaRodrigo.lnk.to/store

Follow Olivia Rodrigo:
Instagram: https://instagram.com/oliviarodrigo 
Twitter: https://twitter.com/Olivia_Rodrigo 
Facebook: https://www.facebook.com/OliviaRodrigoOfficial/
YouTube: https://www.youtube.com/@OliviaRodrigo
TikTok: https://tiktok.com/@livbedumb 
Discord: https://discord.gg/livieshq

Presave GUTS: https://OliviaRodrigo.lnk.to/GUTS

LYRICS

hate to give the satisfaction asking how you’re doing now
how’s the castle built off people you pretend to care about
just what you wanted
look at you, cool guy, you got it

i see the parties and the diamonds sometimes when i close my eyes
six months of torture
that you sold as some forbidden paradise
i loved you truly
gotta laugh at the stupidity

cuz i’ve made some real big mistakes
but you make the worst one look fine
i should’ve known it was strange
you only come out at night
i used to think i was smart
but you made
me look so naive
the way you sold me for parts
as you sunk your teeth into me, oh
bloodsucker, famefucker
bleeding me dry like a goddamn vampire

every girl i ever talked to told me you were bad, bad news
you called them crazy god i hate the way i called them crazy too
you’re so convincing
how do you lie without flinching
(how do you lie, how do you lie, how do you lie)

oh, what a mesmerizing, paralyzing, fucked up little thrill
can’t figure out just how you do it and god knows i never will
went for me and not her
cuz girls your age know better

i’ve made some real big mistakes
but you make the worst one look fine
i should’ve known it was strange
you only come out at night
i used to think i was smart
but you made me look so naive
the way you sold me for parts
as you sunk your teeth into me, oh
bloodsucker, famefucker
bleeding me dry like a goddamn vampire

you said it was true love
but wouldn’t that be hard
you can’t love anyone
cuz that would mean you had a heart
i tried you help you out
now i know that i can’t
cuz how you think’s the kind of thing
i’ll never understand

i’ve made some real big mistakes
but you make the worst one look fine
i should’ve known it was strange
you only come out at night
i used to think i was smart
but you made me look so naive
the way you sold me for parts
as you sunk your teeth into me, oh
bloodsucker, famefucker
bleeding me dry like a goddamn vampire

Music video by Olivia Rodrigo performing vampire (Lyric Video). © 2023 Olivia Rodrigo, under exclusive license to Geffen Records

http://vevo.ly/gLR4yC",PT3M40S,31420196,10,2023-07-03T16:00:09Z,https://www.youtube.com/watch?v=Fqey8LxQxFU,https://www.youtube.com/watch?v=Iq8h3GEe22o&list=PLDIoUOhQQPlXr63I_vwF9GD8sAKh77dWU
Nicki Minaj & Ice Spice – Barbie World (with Aqua) [Official Music Video],"Download/Stream: https://barbiethealbum.lnk.to/BarbieWorldID
Barbie The Movie only in theaters and Barbie The Album available everywhere July 21st! 
Pre-order/save Barbie The Album: https://barbiethealbum.lnk.to/BTA!DL

Director | Hannah Lux Davis
Production Company | London Alley
Producer | Andrew Lerios, Luga Podesta
DP | Elias Talbot
Production Designer | Hugh Zeigler
1st AD | Jonas Morales
Executive Producer | Luga Podesta, Andrew Lerios, Brandon Bonfiglio
Production Supervisor | Alex Randall
Gaffer | Brian “Red” Hickman
Key Grip | Mynor Priesing
Choreographer | Dani Vitale, Scott Myrick
Post Supervisor | Iván Ovalle
Editor | Luis Caraza
Assistant Editor | Tanner Jackson, Chloe Scrushy
Color | Houmam Abdallah
VFX | Max Coltt at The Frender
Addtl FX | Framestore, Amy Tinker, Francois Dumoulin
Sound Design | Tony Crowe
Creative Producer | Tatum Abbott
Director’s Rep | Tommy Labuda

►Connect with Nicki 🎀🦄 
https://www.nickiminajofficial.com 
https://instagram.com/nickiminaj 
https://twitter.com/nickiminaj 
https://facebook.com/nickiminaj 
https://snapchat.com/add/nickiminaj 
https://tiktok.com/@nickiminaj 

►Shop Official Merch: https://shop.nickiminajofficial.com 

►Subscribe on YouTube: http://bit.ly/NickiMinajYTSub

►Connect with Ice Spice:
https://facebook.com/icespicemusic1
https://twitter.com/icespicee_ 
https://instagram.com/icespice
https://tiktok.com/icespicee

►Follow Barbie The Album: 
https://instagram.com/barbiethealbum
https://tiktok.com/@barbiethealbum
https://twitter.com/barbiethealbum
https://facebook.com/BarbieTheAlbum
http://www.barbiethealbum.com

►Follow Barbie The Movie: 
https://instagram.com/barbiethemovie
https://tiktok.com/@barbiethemovie
https://twitter.com/barbiethemovie
https://facebook.com/BarbieThemovie
 
#NickiMinaj #IceSpice #BarbieWorld",PT2M10S,126192674,10,2023-06-23T04:28:46Z,https://www.youtube.com/watch?v=CUj2AWEJnwQ,https://www.youtube.com/watch?v=Iq8h3GEe22o&list=PLDIoUOhQQPlXr63I_vwF9GD8sAKh77dWU
